"index" "risk" "risk_base" "risk_percent_diff" "risk_percent_point_diff" "risk_relative"
"55malesecondary10010" 6.4 2.8 129 3.6 2.3
"55malesecondary10011" 7.9 2.8 182 5.1 2.8
"55malesecondary10100" 7.9 2.8 182 5.1 2.8
"55malesecondary10101" 9.6 2.8 243 6.8 3.4
"55malesecondary10110" 7.4 2.8 164 4.6 2.6
"55malesecondary10111" 9 2.8 221 6.2 3.2
"55malesecondary11000" 10.9 2.8 289 8.1 3.9
"55malesecondary11001" 13.2 2.8 371 10.4 4.7
"55malesecondary11010" 10.3 2.8 268 7.5 3.7
"55malesecondary11011" 12.5 2.8 346 9.7 4.5
"55malesecondary11100" 12.4 2.8 343 9.6 4.4
"55malesecondary11101" 15 2.8 436 12.2 5.4
"55malesecondary11110" 11.8 2.8 321 9 4.2
"55malesecondary11111" 14.3 2.8 411 11.5 5.1
"55maletertiary00000" 3.3 2.8 18 0.5 1.2
"55maletertiary00001" 4.9 2.8 75 2.1 1.8
"55maletertiary00010" 3.1 2.8 11 0.3 1.1
"55maletertiary00011" 4.6 2.8 64 1.8 1.6
"55maletertiary00100" 4.4 2.8 57 1.6 1.6
"55maletertiary00101" 6.6 2.8 136 3.8 2.4
"55maletertiary00110" 4.1 2.8 46 1.3 1.5
"55maletertiary00111" 6.1 2.8 118 3.3 2.2
"55maletertiary01000" 5.3 2.8 89 2.5 1.9
"55maletertiary01001" 7.9 2.8 182 5.1 2.8
"55maletertiary01010" 5 2.8 79 2.2 1.8
"55maletertiary01011" 7.4 2.8 164 4.6 2.6
"55maletertiary01100" 7.1 2.8 154 4.3 2.5
"55maletertiary01101" 10.5 2.8 275 7.7 3.8
"55maletertiary01110" 6.7 2.8 139 3.9 2.4
"55maletertiary01111" 9.9 2.8 254 7.1 3.5
"55maletertiary10000" 5.7 2.8 104 2.9 2
"55maletertiary10001" 7 2.8 150 4.2 2.5
"55maletertiary10010" 5.3 2.8 89 2.5 1.9
"55maletertiary10011" 6.6 2.8 136 3.8 2.4
"55maletertiary10100" 6.6 2.8 136 3.8 2.4
"55maletertiary10101" 8 2.8 186 5.2 2.9
"55maletertiary10110" 6.1 2.8 118 3.3 2.2
"55maletertiary10111" 7.5 2.8 168 4.7 2.7
"55maletertiary11000" 9.1 2.8 225 6.3 3.2
"55maletertiary11001" 11.1 2.8 296 8.3 4
"55maletertiary11010" 8.6 2.8 207 5.8 3.1
"55maletertiary11011" 10.5 2.8 275 7.7 3.8
"55maletertiary11100" 10.4 2.8 271 7.6 3.7
"55maletertiary11101" 12.7 2.8 354 9.9 4.5
"55maletertiary11110" 9.8 2.8 250 7 3.5
"55maletertiary11111" 12 2.8 329 9.2 4.3
"56femalebasic00000" 2.8 1.6 75 1.2 1.7
"56femalebasic00001" 4.1 1.6 156 2.5 2.6
"56femalebasic00010" 2.5 1.6 56 0.9 1.6
"56femalebasic00011" 3.8 1.6 137 2.2 2.4
"56femalebasic00100" 3.6 1.6 125 2 2.2
"56femalebasic00101" 5.4 1.6 238 3.8 3.4
"56femalebasic00110" 3.4 1.6 112 1.8 2.1
"56femalebasic00111" 5 1.6 212 3.4 3.1
"56femalebasic01000" 4.5 1.6 181 2.9 2.8
"56femalebasic01001" 6.7 1.6 319 5.1 4.2
"56femalebasic01010" 4.2 1.6 162 2.6 2.6
"56femalebasic01011" 6.2 1.6 287 4.6 3.9
"56femalebasic01100" 5.9 1.6 269 4.3 3.7
"56femalebasic01101" 8.6 1.6 438 7 5.4
"56femalebasic01110" 5.4 1.6 238 3.8 3.4
"56femalebasic01111" 8.1 1.6 406 6.5 5.1
"56femalebasic10000" 4.8 1.6 200 3.2 3
"56femalebasic10001" 5.9 1.6 269 4.3 3.7
"56femalebasic10010" 4.4 1.6 175 2.8 2.8
"56femalebasic10011" 5.4 1.6 238 3.8 3.4
"56femalebasic10100" 5.4 1.6 238 3.8 3.4
"56femalebasic10101" 6.6 1.6 312 5 4.1
"56femalebasic10110" 5 1.6 212 3.4 3.1
"56femalebasic10111" 6.1 1.6 281 4.5 3.8
"56femalebasic11000" 7.6 1.6 375 6 4.7
"56femalebasic11001" 9.3 1.6 481 7.7 5.8
"56femalebasic11010" 7.1 1.6 344 5.5 4.4
"56femalebasic11011" 8.7 1.6 444 7.1 5.4
"56femalebasic11100" 8.5 1.6 431 6.9 5.3
"56femalebasic11101" 10.4 1.6 550 8.8 6.5
"56femalebasic11110" 8 1.6 400 6.4 5
"56femalebasic11111" 9.7 1.6 506 8.1 6.1
"56femalepostgraduate00000" 1.6 1.6 0 0 1
"56femalepostgraduate00001" 2.5 1.6 56 0.9 1.6
"56femalepostgraduate00010" 1.5 1.6 -6 -0.1 0.9
"56femalepostgraduate00011" 2.3 1.6 44 0.7 1.4
"56femalepostgraduate00100" 2.2 1.6 38 0.6 1.4
"56femalepostgraduate00101" 3.2 1.6 100 1.6 2
"56femalepostgraduate00110" 2 1.6 25 0.4 1.2
"56femalepostgraduate00111" 3 1.6 87 1.4 1.9
"56femalepostgraduate01000" 2.7 1.6 69 1.1 1.7
"56femalepostgraduate01001" 4 1.6 150 2.4 2.5
"56femalepostgraduate01010" 2.5 1.6 56 0.9 1.6
"56femalepostgraduate01011" 3.7 1.6 131 2.1 2.3
"56femalepostgraduate01100" 3.5 1.6 119 1.9 2.2
"56femalepostgraduate01101" 5.3 1.6 231 3.7 3.3
"56femalepostgraduate01110" 3.3 1.6 106 1.7 2.1
"56femalepostgraduate01111" 4.9 1.6 206 3.3 3.1
"56femalepostgraduate10000" 2.9 1.6 81 1.3 1.8
"56femalepostgraduate10001" 3.5 1.6 119 1.9 2.2
"56femalepostgraduate10010" 2.6 1.6 62 1 1.6
"56femalepostgraduate10011" 3.2 1.6 100 1.6 2
"56femalepostgraduate10100" 3.2 1.6 100 1.6 2
"56femalepostgraduate10101" 4 1.6 150 2.4 2.5
"56femalepostgraduate10110" 3 1.6 87 1.4 1.9
"56femalepostgraduate10111" 3.7 1.6 131 2.1 2.3
"56femalepostgraduate11000" 4.6 1.6 187 3 2.9
"56femalepostgraduate11001" 5.7 1.6 256 4.1 3.6
"56femalepostgraduate11010" 4.3 1.6 169 2.7 2.7
"56femalepostgraduate11011" 5.3 1.6 231 3.7 3.3
"56femalepostgraduate11100" 5.2 1.6 225 3.6 3.2
"56femalepostgraduate11101" 6.4 1.6 300 4.8 4
"56femalepostgraduate11110" 4.8 1.6 200 3.2 3
"56femalepostgraduate11111" 5.9 1.6 269 4.3 3.7
"56femalesecondary00000" 2.3 1.6 44 0.7 1.4
"56femalesecondary00001" 3.5 1.6 119 1.9 2.2
"56femalesecondary00010" 2.2 1.6 38 0.6 1.4
"56femalesecondary00011" 3.2 1.6 100 1.6 2
"56femalesecondary00100" 3.1 1.6 94 1.5 1.9
"56femalesecondary00101" 4.6 1.6 187 3 2.9
"56femalesecondary00110" 2.8 1.6 75 1.2 1.7
"56femalesecondary00111" 4.2 1.6 162 2.6 2.6
"56femalesecondary01000" 3.8 1.6 137 2.2 2.4
"56femalesecondary01001" 5.7 1.6 256 4.1 3.6
"56femalesecondary01010" 3.5 1.6 119 1.9 2.2
"56femalesecondary01011" 5.3 1.6 231 3.7 3.3
"56femalesecondary01100" 5 1.6 212 3.4 3.1
"56femalesecondary01101" 7.4 1.6 363 5.8 4.6
"56femalesecondary01110" 4.6 1.6 187 3 2.9
"56femalesecondary01111" 6.9 1.6 331 5.3 4.3
"56femalesecondary10000" 4.1 1.6 156 2.5 2.6
"56femalesecondary10001" 5 1.6 212 3.4 3.1
"56femalesecondary10010" 3.8 1.6 137 2.2 2.4
"56femalesecondary10011" 4.6 1.6 187 3 2.9
"56femalesecondary10100" 4.6 1.6 187 3 2.9
"56femalesecondary10101" 5.6 1.6 250 4 3.5
"56femalesecondary10110" 4.2 1.6 162 2.6 2.6
"56femalesecondary10111" 5.2 1.6 225 3.6 3.2
"56femalesecondary11000" 6.5 1.6 306 4.9 4.1
"56femalesecondary11001" 8 1.6 400 6.4 5
"56femalesecondary11010" 6.1 1.6 281 4.5 3.8
"56femalesecondary11011" 7.4 1.6 363 5.8 4.6
"56femalesecondary11100" 7.3 1.6 356 5.7 4.6
"56femalesecondary11101" 8.9 1.6 456 7.3 5.6
"56femalesecondary11110" 6.8 1.6 325 5.2 4.2
"56femalesecondary11111" 8.3 1.6 419 6.7 5.2
"56femaletertiary00000" 1.9 1.6 19 0.3 1.2
"56femaletertiary00001" 2.9 1.6 81 1.3 1.8
"56femaletertiary00010" 1.8 1.6 12 0.2 1.1
"56femaletertiary00011" 2.7 1.6 69 1.1 1.7
"56femaletertiary00100" 2.5 1.6 56 0.9 1.6
"56femaletertiary00101" 3.8 1.6 137 2.2 2.4
"56femaletertiary00110" 2.3 1.6 44 0.7 1.4
"56femaletertiary00111" 3.5 1.6 119 1.9 2.2
"56femaletertiary01000" 3.2 1.6 100 1.6 2
"56femaletertiary01001" 4.7 1.6 194 3.1 2.9
"56femaletertiary01010" 2.9 1.6 81 1.3 1.8
"56femaletertiary01011" 4.4 1.6 175 2.8 2.8
"56femaletertiary01100" 4.2 1.6 162 2.6 2.6
"56femaletertiary01101" 6.2 1.6 287 4.6 3.9
"56femaletertiary01110" 3.8 1.6 137 2.2 2.4
"56femaletertiary01111" 5.7 1.6 256 4.1 3.6
"56femaletertiary10000" 3.4 1.6 112 1.8 2.1
"56femaletertiary10001" 4.1 1.6 156 2.5 2.6
"56femaletertiary10010" 3.1 1.6 94 1.5 1.9
"56femaletertiary10011" 3.8 1.6 137 2.2 2.4
"56femaletertiary10100" 3.8 1.6 137 2.2 2.4
"56femaletertiary10101" 4.7 1.6 194 3.1 2.9
"56femaletertiary10110" 3.5 1.6 119 1.9 2.2
"56femaletertiary10111" 4.3 1.6 169 2.7 2.7
"56femaletertiary11000" 5.4 1.6 238 3.8 3.4
"56femaletertiary11001" 6.7 1.6 319 5.1 4.2
"56femaletertiary11010" 5 1.6 212 3.4 3.1
"56femaletertiary11011" 6.2 1.6 287 4.6 3.9
"56femaletertiary11100" 6.1 1.6 281 4.5 3.8
"56femaletertiary11101" 7.5 1.6 369 5.9 4.7
"56femaletertiary11110" 5.7 1.6 256 4.1 3.6
"56femaletertiary11111" 6.9 1.6 331 5.3 4.3
"56malebasic00000" 5 3 67 2 1.7
"56malebasic00001" 7.4 3 147 4.4 2.5
"56malebasic00010" 4.6 3 53 1.6 1.5
"56malebasic00011" 6.9 3 130 3.9 2.3
"56malebasic00100" 6.5 3 117 3.5 2.2
"56malebasic00101" 9.6 3 220 6.6 3.2
"56malebasic00110" 6.1 3 103 3.1 2
"56malebasic00111" 8.9 3 197 5.9 3
"56malebasic01000" 8 3 167 5 2.7
"56malebasic01001" 11.8 3 293 8.8 3.9
"56malebasic01010" 7.5 3 150 4.5 2.5
"56malebasic01011" 11 3 267 8 3.7
"56malebasic01100" 10.4 3 247 7.4 3.5
"56malebasic01101" 15.1 3 403 12.1 5
"56malebasic01110" 9.7 3 223 6.7 3.2
"56malebasic01111" 14.1 3 370 11.1 4.7
"56malebasic10000" 8.5 3 183 5.5 2.8
"56malebasic10001" 10.4 3 247 7.4 3.5
"56malebasic10010" 7.9 3 163 4.9 2.6
"56malebasic10011" 9.7 3 223 6.7 3.2
"56malebasic10100" 9.6 3 220 6.6 3.2
"56malebasic10101" 11.6 3 287 8.6 3.9
"56malebasic10110" 8.9 3 197 5.9 3
"56malebasic10111" 10.8 3 260 7.8 3.6
"56malebasic11000" 13.3 3 343 10.3 4.4
"56malebasic11001" 16.2 3 440 13.2 5.4
"56malebasic11010" 12.5 3 317 9.5 4.2
"56malebasic11011" 15.2 3 407 12.2 5.1
"56malebasic11100" 14.8 3 393 11.8 4.9
"56malebasic11101" 17.8 3 493 14.8 5.9
"56malebasic11110" 13.9 3 363 10.9 4.6
"56malebasic11111" 16.9 3 463 13.9 5.6
"56malepostgraduate00000" 3 3 0 0 1
"56malepostgraduate00001" 4.5 3 50 1.5 1.5
"56malepostgraduate00010" 2.7 3 -10 -0.3 0.9
"56malepostgraduate00011" 4.1 3 37 1.1 1.4
"56malepostgraduate00100" 3.9 3 30 0.9 1.3
"56malepostgraduate00101" 5.8 3 93 2.8 1.9
"56malepostgraduate00110" 3.6 3 20 0.6 1.2
"56malepostgraduate00111" 5.4 3 80 2.4 1.8
"56malepostgraduate01000" 4.9 3 63 1.9 1.6
"56malepostgraduate01001" 7.2 3 140 4.2 2.4
"56malepostgraduate01010" 4.5 3 50 1.5 1.5
"56malepostgraduate01011" 6.7 3 123 3.7 2.2
"56malepostgraduate01100" 6.4 3 113 3.4 2.1
"56malepostgraduate01101" 9.4 3 213 6.4 3.1
"56malepostgraduate01110" 5.9 3 97 2.9 2
"56malepostgraduate01111" 8.7 3 190 5.7 2.9
"56malepostgraduate10000" 5.2 3 73 2.2 1.7
"56malepostgraduate10001" 6.3 3 110 3.3 2.1
"56malepostgraduate10010" 4.8 3 60 1.8 1.6
"56malepostgraduate10011" 5.9 3 97 2.9 2
"56malepostgraduate10100" 5.8 3 93 2.8 1.9
"56malepostgraduate10101" 7.1 3 137 4.1 2.4
"56malepostgraduate10110" 5.4 3 80 2.4 1.8
"56malepostgraduate10111" 6.6 3 120 3.6 2.2
"56malepostgraduate11000" 8.3 3 177 5.3 2.8
"56malepostgraduate11001" 10.1 3 237 7.1 3.4
"56malepostgraduate11010" 7.7 3 157 4.7 2.6
"56malepostgraduate11011" 9.4 3 213 6.4 3.1
"56malepostgraduate11100" 9.3 3 210 6.3 3.1
"56malepostgraduate11101" 11.3 3 277 8.3 3.8
"56malepostgraduate11110" 8.6 3 187 5.6 2.9
"56malepostgraduate11111" 10.5 3 250 7.5 3.5
"56malesecondary00000" 4.2 3 40 1.2 1.4
"56malesecondary00001" 6.3 3 110 3.3 2.1
"56malesecondary00010" 3.9 3 30 0.9 1.3
"56malesecondary00011" 5.8 3 93 2.8 1.9
"56malesecondary00100" 5.6 3 87 2.6 1.9
"56malesecondary00101" 8.2 3 173 5.2 2.7
"56malesecondary00110" 5.1 3 70 2.1 1.7
"56malesecondary00111" 7.6 3 153 4.6 2.5
"56malesecondary01000" 6.9 3 130 3.9 2.3
"56malesecondary01001" 10.1 3 237 7.1 3.4
"56malesecondary01010" 6.4 3 113 3.4 2.1
"56malesecondary01011" 9.4 3 213 6.4 3.1
"56malesecondary01100" 8.9 3 197 5.9 3
"56malesecondary01101" 13 3 333 10 4.3
"56malesecondary01110" 8.3 3 177 5.3 2.8
"56malesecondary01111" 12.1 3 303 9.1 4
"56malesecondary10000" 7.3 3 143 4.3 2.4
"56malesecondary10001" 8.9 3 197 5.9 3
"56malesecondary10010" 6.8 3 127 3.8 2.3
"56malesecondary10011" 8.3 3 177 5.3 2.8
"56malesecondary10100" 8.2 3 173 5.2 2.7
"56malesecondary10101" 10 3 233 7 3.3
"56malesecondary10110" 7.6 3 153 4.6 2.5
"56malesecondary10111" 9.3 3 210 6.3 3.1
"56malesecondary11000" 11.5 3 283 8.5 3.8
"56malesecondary11001" 14 3 367 11 4.7
"56malesecondary11010" 10.8 3 260 7.8 3.6
"56malesecondary11011" 13.1 3 337 10.1 4.4
"56malesecondary11100" 12.8 3 327 9.8 4.3
"56malesecondary11101" 15.5 3 417 12.5 5.2
"56malesecondary11110" 12 3 300 9 4
"56malesecondary11111" 14.6 3 387 11.6 4.9
"56maletertiary00000" 3.5 3 17 0.5 1.2
"56maletertiary00001" 5.2 3 73 2.2 1.7
"56maletertiary00010" 3.2 3 7 0.2 1.1
"56maletertiary00011" 4.8 3 60 1.8 1.6
"56maletertiary00100" 4.6 3 53 1.6 1.5
"56maletertiary00101" 6.8 3 127 3.8 2.3
"56maletertiary00110" 4.3 3 43 1.3 1.4
"56maletertiary00111" 6.3 3 110 3.3 2.1
"56maletertiary01000" 5.7 3 90 2.7 1.9
"56maletertiary01001" 8.4 3 180 5.4 2.8
"56maletertiary01010" 5.3 3 77 2.3 1.8
"56maletertiary01011" 7.8 3 160 4.8 2.6
"56maletertiary01100" 7.4 3 147 4.4 2.5
"56maletertiary01101" 10.9 3 263 7.9 3.6
"56maletertiary01110" 6.9 3 130 3.9 2.3
"56maletertiary01111" 10.2 3 240 7.2 3.4
"56maletertiary10000" 6.1 3 103 3.1 2
"56maletertiary10001" 7.4 3 147 4.4 2.5
"56maletertiary10010" 5.6 3 87 2.6 1.9
"56maletertiary10011" 6.9 3 130 3.9 2.3
"56maletertiary10100" 6.8 3 127 3.8 2.3
"56maletertiary10101" 8.3 3 177 5.3 2.8
"56maletertiary10110" 6.3 3 110 3.3 2.1
"56maletertiary10111" 7.7 3 157 4.7 2.6
"56maletertiary11000" 9.7 3 223 6.7 3.2
"56maletertiary11001" 11.8 3 293 8.8 3.9
"56maletertiary11010" 9 3 200 6 3
"56maletertiary11011" 11 3 267 8 3.7
"56maletertiary11100" 10.8 3 260 7.8 3.6
"56maletertiary11101" 13.1 3 337 10.1 4.4
"56maletertiary11110" 10.1 3 237 7.1 3.4
"56maletertiary11111" 12.3 3 310 9.3 4.1
"57femalebasic00000" 3 1.8 67 1.2 1.7
"57femalebasic00001" 4.4 1.8 144 2.6 2.4
"57femalebasic00010" 2.7 1.8 50 0.9 1.5
"57femalebasic00011" 4 1.8 122 2.2 2.2
"57femalebasic00100" 3.8 1.8 111 2 2.1
"57femalebasic00101" 5.7 1.8 217 3.9 3.2
"57femalebasic00110" 3.5 1.8 94 1.7 1.9
"57femalebasic00111" 5.2 1.8 189 3.4 2.9
"57femalebasic01000" 4.8 1.8 167 3 2.7
"57femalebasic01001" 7.1 1.8 294 5.3 3.9
"57femalebasic01010" 4.4 1.8 144 2.6 2.4
"57femalebasic01011" 6.5 1.8 261 4.7 3.6
"57femalebasic01100" 6.1 1.8 239 4.3 3.4
"57femalebasic01101" 9 1.8 400 7.2 5
"57femalebasic01110" 5.6 1.8 211 3.8 3.1
"57femalebasic01111" 8.3 1.8 361 6.5 4.6
"57femalebasic10000" 5.1 1.8 183 3.3 2.8
"57femalebasic10001" 6.2 1.8 244 4.4 3.4
"57femalebasic10010" 4.6 1.8 156 2.8 2.6
"57femalebasic10011" 5.7 1.8 217 3.9 3.2
"57femalebasic10100" 5.6 1.8 211 3.8 3.1
"57femalebasic10101" 6.9 1.8 283 5.1 3.8
"57femalebasic10110" 5.1 1.8 183 3.3 2.8
"57femalebasic10111" 6.3 1.8 250 4.5 3.5
"57femalebasic11000" 8.1 1.8 350 6.3 4.5
"57femalebasic11001" 9.9 1.8 450 8.1 5.5
"57femalebasic11010" 7.5 1.8 317 5.7 4.2
"57femalebasic11011" 9.1 1.8 406 7.3 5.1
"57femalebasic11100" 8.8 1.8 389 7 4.9
"57femalebasic11101" 10.8 1.8 500 9 6
"57femalebasic11110" 8.2 1.8 356 6.4 4.6
"57femalebasic11111" 10 1.8 456 8.2 5.6
"57femalepostgraduate00000" 1.8 1.8 0 0 1
"57femalepostgraduate00001" 2.6 1.8 44 0.8 1.4
"57femalepostgraduate00010" 1.6 1.8 -11 -0.2 0.9
"57femalepostgraduate00011" 2.4 1.8 33 0.6 1.3
"57femalepostgraduate00100" 2.3 1.8 28 0.5 1.3
"57femalepostgraduate00101" 3.4 1.8 89 1.6 1.9
"57femalepostgraduate00110" 2.1 1.8 17 0.3 1.2
"57femalepostgraduate00111" 3.1 1.8 72 1.3 1.7
"57femalepostgraduate01000" 2.9 1.8 61 1.1 1.6
"57femalepostgraduate01001" 4.3 1.8 139 2.5 2.4
"57femalepostgraduate01010" 2.6 1.8 44 0.8 1.4
"57femalepostgraduate01011" 3.9 1.8 117 2.1 2.2
"57femalepostgraduate01100" 3.7 1.8 106 1.9 2.1
"57femalepostgraduate01101" 5.5 1.8 206 3.7 3.1
"57femalepostgraduate01110" 3.4 1.8 89 1.6 1.9
"57femalepostgraduate01111" 5 1.8 178 3.2 2.8
"57femalepostgraduate10000" 3 1.8 67 1.2 1.7
"57femalepostgraduate10001" 3.7 1.8 106 1.9 2.1
"57femalepostgraduate10010" 2.8 1.8 56 1 1.6
"57femalepostgraduate10011" 3.4 1.8 89 1.6 1.9
"57femalepostgraduate10100" 3.4 1.8 89 1.6 1.9
"57femalepostgraduate10101" 4.1 1.8 128 2.3 2.3
"57femalepostgraduate10110" 3.1 1.8 72 1.3 1.7
"57femalepostgraduate10111" 3.8 1.8 111 2 2.1
"57femalepostgraduate11000" 4.9 1.8 172 3.1 2.7
"57femalepostgraduate11001" 6 1.8 233 4.2 3.3
"57femalepostgraduate11010" 4.5 1.8 150 2.7 2.5
"57femalepostgraduate11011" 5.5 1.8 206 3.7 3.1
"57femalepostgraduate11100" 5.4 1.8 200 3.6 3
"57femalepostgraduate11101" 6.6 1.8 267 4.8 3.7
"57femalepostgraduate11110" 5 1.8 178 3.2 2.8
"57femalepostgraduate11111" 6.1 1.8 239 4.3 3.4
"57femalesecondary00000" 2.5 1.8 39 0.7 1.4
"57femalesecondary00001" 3.7 1.8 106 1.9 2.1
"57femalesecondary00010" 2.3 1.8 28 0.5 1.3
"57femalesecondary00011" 3.4 1.8 89 1.6 1.9
"57femalesecondary00100" 3.2 1.8 78 1.4 1.8
"57femalesecondary00101" 4.8 1.8 167 3 2.7
"57femalesecondary00110" 2.9 1.8 61 1.1 1.6
"57femalesecondary00111" 4.4 1.8 144 2.6 2.4
"57femalesecondary01000" 4.1 1.8 128 2.3 2.3
"57femalesecondary01001" 6.1 1.8 239 4.3 3.4
"57femalesecondary01010" 3.7 1.8 106 1.9 2.1
"57femalesecondary01011" 5.5 1.8 206 3.7 3.1
"57femalesecondary01100" 5.2 1.8 189 3.4 2.9
"57femalesecondary01101" 7.7 1.8 328 5.9 4.3
"57femalesecondary01110" 4.8 1.8 167 3 2.7
"57femalesecondary01111" 7.1 1.8 294 5.3 3.9
"57femalesecondary10000" 4.3 1.8 139 2.5 2.4
"57femalesecondary10001" 5.3 1.8 194 3.5 2.9
"57femalesecondary10010" 3.9 1.8 117 2.1 2.2
"57femalesecondary10011" 4.8 1.8 167 3 2.7
"57femalesecondary10100" 4.8 1.8 167 3 2.7
"57femalesecondary10101" 5.8 1.8 222 4 3.2
"57femalesecondary10110" 4.3 1.8 139 2.5 2.4
"57femalesecondary10111" 5.3 1.8 194 3.5 2.9
"57femalesecondary11000" 6.9 1.8 283 5.1 3.8
"57femalesecondary11001" 8.5 1.8 372 6.7 4.7
"57femalesecondary11010" 6.4 1.8 256 4.6 3.6
"57femalesecondary11011" 7.8 1.8 333 6 4.3
"57femalesecondary11100" 7.6 1.8 322 5.8 4.2
"57femalesecondary11101" 9.3 1.8 417 7.5 5.2
"57femalesecondary11110" 7 1.8 289 5.2 3.9
"57femalesecondary11111" 8.6 1.8 378 6.8 4.8
"57femaletertiary00000" 2.1 1.8 17 0.3 1.2
"57femaletertiary00001" 3.1 1.8 72 1.3 1.7
"57femaletertiary00010" 1.9 1.8 6 0.1 1.1
"57femaletertiary00011" 2.8 1.8 56 1 1.6
"57femaletertiary00100" 2.7 1.8 50 0.9 1.5
"57femaletertiary00101" 4 1.8 122 2.2 2.2
"57femaletertiary00110" 2.4 1.8 33 0.6 1.3
"57femaletertiary00111" 3.6 1.8 100 1.8 2
"57femaletertiary01000" 3.4 1.8 89 1.6 1.9
"57femaletertiary01001" 5 1.8 178 3.2 2.8
"57femaletertiary01010" 3.1 1.8 72 1.3 1.7
"57femaletertiary01011" 4.6 1.8 156 2.8 2.6
"57femaletertiary01100" 4.3 1.8 139 2.5 2.4
"57femaletertiary01101" 6.4 1.8 256 4.6 3.6
"57femaletertiary01110" 4 1.8 122 2.2 2.2
"57femaletertiary01111" 5.9 1.8 228 4.1 3.3
"57femaletertiary10000" 3.6 1.8 100 1.8 2
"57femaletertiary10001" 4.4 1.8 144 2.6 2.4
"57femaletertiary10010" 3.3 1.8 83 1.5 1.8
"57femaletertiary10011" 4 1.8 122 2.2 2.2
"57femaletertiary10100" 3.9 1.8 117 2.1 2.2
"57femaletertiary10101" 4.8 1.8 167 3 2.7
"57femaletertiary10110" 3.6 1.8 100 1.8 2
"57femaletertiary10111" 4.4 1.8 144 2.6 2.4
"57femaletertiary11000" 5.8 1.8 222 4 3.2
"57femaletertiary11001" 7.1 1.8 294 5.3 3.9
"57femaletertiary11010" 5.3 1.8 194 3.5 2.9
"57femaletertiary11011" 6.5 1.8 261 4.7 3.6
"57femaletertiary11100" 6.3 1.8 250 4.5 3.5
"57femaletertiary11101" 7.8 1.8 333 6 4.3
"57femaletertiary11110" 5.8 1.8 222 4 3.2
"57femaletertiary11111" 7.1 1.8 294 5.3 3.9
"57malebasic00000" 5.3 3.2 66 2.1 1.7
"57malebasic00001" 7.9 3.2 147 4.7 2.5
"57malebasic00010" 4.9 3.2 53 1.7 1.5
"57malebasic00011" 7.2 3.2 125 4 2.2
"57malebasic00100" 6.8 3.2 112 3.6 2.1
"57malebasic00101" 10.1 3.2 216 6.9 3.2
"57malebasic00110" 6.3 3.2 97 3.1 2
"57malebasic00111" 9.2 3.2 187 6 2.9
"57malebasic01000" 8.6 3.2 169 5.4 2.7
"57malebasic01001" 12.5 3.2 291 9.3 3.9
"57malebasic01010" 7.9 3.2 147 4.7 2.5
"57malebasic01011" 11.5 3.2 259 8.3 3.6
"57malebasic01100" 10.8 3.2 238 7.6 3.4
"57malebasic01101" 15.7 3.2 391 12.5 4.9
"57malebasic01110" 10 3.2 212 6.8 3.1
"57malebasic01111" 14.6 3.2 356 11.4 4.6
"57malebasic10000" 9.1 3.2 184 5.9 2.8
"57malebasic10001" 11 3.2 244 7.8 3.4
"57malebasic10010" 8.3 3.2 159 5.1 2.6
"57malebasic10011" 10.1 3.2 216 6.9 3.2
"57malebasic10100" 9.9 3.2 209 6.7 3.1
"57malebasic10101" 12.1 3.2 278 8.9 3.8
"57malebasic10110" 9.1 3.2 184 5.9 2.8
"57malebasic10111" 11.1 3.2 247 7.9 3.5
"57malebasic11000" 14.1 3.2 341 10.9 4.4
"57malebasic11001" 17 3.2 431 13.8 5.3
"57malebasic11010" 13.1 3.2 309 9.9 4.1
"57malebasic11011" 15.9 3.2 397 12.7 5
"57malebasic11100" 15.3 3.2 378 12.1 4.8
"57malebasic11101" 18.5 3.2 478 15.3 5.8
"57malebasic11110" 14.3 3.2 347 11.1 4.5
"57malebasic11111" 17.3 3.2 441 14.1 5.4
"57malepostgraduate00000" 3.2 3.2 0 0 1
"57malepostgraduate00001" 4.8 3.2 50 1.6 1.5
"57malepostgraduate00010" 2.9 3.2 -9 -0.3 0.9
"57malepostgraduate00011" 4.3 3.2 34 1.1 1.3
"57malepostgraduate00100" 4.1 3.2 28 0.9 1.3
"57malepostgraduate00101" 6.1 3.2 91 2.9 1.9
"57malepostgraduate00110" 3.7 3.2 16 0.5 1.2
"57malepostgraduate00111" 5.6 3.2 75 2.4 1.7
"57malepostgraduate01000" 5.2 3.2 62 2 1.6
"57malepostgraduate01001" 7.7 3.2 141 4.5 2.4
"57malepostgraduate01010" 4.7 3.2 47 1.5 1.5
"57malepostgraduate01011" 7 3.2 119 3.8 2.2
"57malepostgraduate01100" 6.6 3.2 106 3.4 2.1
"57malepostgraduate01101" 9.8 3.2 206 6.6 3.1
"57malepostgraduate01110" 6.1 3.2 91 2.9 1.9
"57malepostgraduate01111" 9 3.2 181 5.8 2.8
"57malepostgraduate10000" 5.5 3.2 72 2.3 1.7
"57malepostgraduate10001" 6.7 3.2 109 3.5 2.1
"57malepostgraduate10010" 5 3.2 56 1.8 1.6
"57malepostgraduate10011" 6.1 3.2 91 2.9 1.9
"57malepostgraduate10100" 6 3.2 87 2.8 1.9
"57malepostgraduate10101" 7.4 3.2 131 4.2 2.3
"57malepostgraduate10110" 5.5 3.2 72 2.3 1.7
"57malepostgraduate10111" 6.8 3.2 112 3.6 2.1
